id,typeName,category,description,commonExamples,careTips,lightPreference,humidityPreference,temperaturePreference,springInterval,summerInterval,fallInterval,winterInterval,soilPhPreference,drainagePreference,plantToxicity,growthRate,origin
alocasia-silver-dragon,Silver Dragon Alocasia,Houseplants - Aroids,"Compact Alocasia cultivar from Borneo with rigid, silvery-green leaves featuring deeply etched dark green veins and a textured, almost metallic surface.",Alocasia baginda 'Silver Dragon' (Silver Dragon alocasia),"Keep soil lightly and evenly moist; water when the top inch dries but do not let the corm sit in water. Bright indirect light is essential — too little light leads to leggy growth and dull coloring. Requires humidity above 60%; a humidifier or terrarium setup is recommended. Use a very chunky, well-aerated mix (orchid bark, perlite, coco coir). Fertilize every 2 weeks in spring and summer with a diluted balanced fertilizer. May enter dormancy in winter — reduce watering if leaves die back. Toxic to pets. Remove yellowing or dead leaves promptly.",brightIndirect,veryHigh,"[18, 27]",5.0,5.0,7.0,14.0,acidic,wellDraining,toxic,moderate,
alocasia-stingray,Alocasia Stingray,Houseplants - Aroids,"Alocasia with unique leaf shape—elongated ""tail"" like a stingray; large foliage plant.",Alocasia macrorrhiza 'Stingray',Keep soil evenly moist. High humidity (60%+) preferred. Bright indirect light. Large plant—provide space. Fertilize monthly spring through fall. Toxic to pets. Remove yellowing or dead leaves promptly.,brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
alocasia-zebrina,Alocasia Zebrina,Houseplants - Aroids,Alocasia with striped zebra-pattern stems and arrow-shaped leaves; striking tropical aroid.,Alocasia zebrina (Zebra plant),Keep soil evenly moist. High humidity (60%+) essential. Bright indirect light. Warm temps preferred. Fertilize monthly spring through fall. Toxic to pets. Remove yellowing or dead leaves promptly.,brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
alocasias,Alocasias,Houseplants - Aroids,"Also known as: Giant taro. Tropical aroids with large, arrow-shaped leaves (elephant ears), many require high humidity and consistent moisture.","Alocasia × amazonica 'Polly' (hybrid), A. macrorrhizos (Giant taro), A. zebrina (Zebra plant), A. longiloba","Keep soil evenly moist, never let fully dry. High humidity (60-80%) essential - use pebble tray or humidifier. Bright indirect light preferred; direct sun burns leaves. Fertilize monthly spring through fall with balanced fertilizer at half strength. Mist leaves daily or use humidifier. Repot annually in spring with well-draining soil. Wipe large leaves monthly. Watch for spider mites. Some species go dormant in winter - reduce watering then. Toxic to pets. Remove yellowing leaves at the base. Prune leggy stems to promote bushier growth. Cut above a node for best results.",brightIndirect,high,"[18, 29]",5.0,5.0,10.0,14.0,acidic,moistureRetentive,toxic,moderate,
anthurium-bird-nest,Bird's Nest Anthurium,Houseplants - Aroids,"Rosette-forming anthurium with large, wavy, leathery leaves that form a bird's nest shape. Unlike typical anthuriums, grown for dramatic foliage rather than colorful spathes.","Anthurium hookeri (Bird's nest anthurium), A. superbum, A. plowmanii (Ruffled bird's nest anthurium)","Water when top 1-2 inches of soil is dry. Bright indirect light preferred. High humidity (60%+) for best growth. Chunky, well-draining aroid mix. Large, dramatic plant — leaves can reach 1 meter. Fertilize monthly spring through fall. Toxic to pets. Remove any rotting roots and damaged leaves promptly.",brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,acidic,wellDraining,toxic,moderate,
anthurium-clarinervium,Velvet Cardboard Anthurium,Houseplants - Aroids,"Anthurium with velvety heart-shaped leaves and prominent white veins; grown for foliage, not flowers.",Anthurium clarinervium (Velvet cardboard anthurium),"Water when top inch of soil is dry. High humidity (60%+) preferred. Bright indirect light. Chunky, well-draining mix. Fertilize monthly spring through fall. Toxic to pets. Remove any rotting roots and damaged leaves promptly.",brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
anthurium-crystallinum,Anthurium Crystallinum,Houseplants - Aroids,"Velvet-leaved aroid with large, heart-shaped, dark green leaves featuring prominent crystalline silver venation. One of the most popular ornamental anthuriums for collectors.",Anthurium crystallinum (Crystal anthurium),"Water when top inch of soil is dry; keep consistently moist but never waterlogged. Bright indirect light — avoid direct sun which damages the velvety leaves. Very high humidity (70-80%) is essential for best leaf size and sheen. Extremely well-draining aroid mix (orchid bark, perlite, sphagnum moss, charcoal). Fertilize every 2-3 weeks spring through fall with dilute balanced fertilizer. Leaves are delicate — avoid touching the velvet surface. Provide a support or moss pole. Sensitive to cold drafts and temperatures below 15°C. Toxic to pets. Remove any rotting roots and damaged leaves promptly.",brightIndirect,veryHigh,"[18, 27]",5.0,5.0,7.0,10.0,acidic,excellentDrainage,toxic,moderate,
anthurium-magnificum,Anthurium Magnificum,Houseplants - Aroids,Large velvety Anthurium with dark green leaves and prominent pale veins; dramatic foliage plant native to Colombia.,Anthurium magnificum,"Water when top inch of soil is dry. High humidity (60%+) essential. Bright indirect light. Chunky, well-draining mix. Fertilize monthly spring through fall. Toxic to pets. Remove any rotting roots and damaged leaves promptly.",brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
anthurium-veitchii,Anthurium Veitchii,Houseplants - Aroids,"Also known as: King Anthurium. Prized collector aroid with spectacularly long, corrugated, pendant leaves that can reach over 1 meter. The deeply rippled texture is unmistakable.",Anthurium veitchii (King anthurium),"Water when top inch of soil is dry; keep consistently moist but never soggy. Bright indirect light — avoid direct sun which burns the large leaves. Very high humidity (70-80%) is critical — this is a cloud forest species. Extremely well-draining aroid mix essential (orchid bark, perlite, sphagnum moss). Fertilize every 2-3 weeks spring through fall with dilute balanced fertilizer. Leaves grow progressively longer as the plant matures. Prefers to climb — provide a moss pole. Cool nights (15-18°C) encourage larger leaf growth. Toxic to pets. Remove any rotting roots and damaged leaves promptly.",brightIndirect,veryHigh,"[18, 27]",5.0,5.0,7.0,10.0,acidic,excellentDrainage,toxic,moderate,
anthurium-vittarifolium,Strap Leaved Anthurium,Houseplants - Aroids,"Anthurium with long, narrow strap-like leaves; unique form among anthuriums.",Anthurium vittarifolium,Keep soil evenly moist. High humidity (60%+) required. Bright indirect light. Epiphytic—chunky mix. Fertilize monthly spring through fall. Toxic to pets. Remove any rotting roots and damaged leaves promptly.,brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
anthurium-warocqueanum,Queen Anthurium,Houseplants - Aroids,"Majestic collector aroid with elongated, dark velvety leaves up to 1.8m long featuring silvery-white veining. One of the most prized Anthurium species.",Anthurium warocqueanum (Queen Anthurium),"Keep soil consistently moist but never waterlogged. Bright indirect light — avoid direct sun. Very high humidity (70-80%+) critical; best grown in greenhouse, terrarium, or with humidifier. Extremely well-draining aroid mix with orchid bark, perlite, and sphagnum moss. Fertilize lightly every 2 weeks during growing season. Sensitive to mineral buildup — use filtered or rainwater. Keep above 18°C. Toxic to pets. Remove any rotting roots and damaged leaves promptly.",brightIndirect,veryHigh,"[18, 28]",5.0,5.0,7.0,10.0,acidic,wellDraining,toxic,moderate,
anthuriums,Anthuriums,Houseplants - Aroids,"Tropical aroids with colorful spathes and glossy foliage, long-lasting blooms.","Anthurium andraeanum (Flamingo flower), A. crystallinum (Crystal anthurium), A. scherzerianum",Water when top inch of soil is dry. Keep consistently moist but not soggy. Bright indirect light encourages blooms. High humidity (60-70%) preferred. Fertilize every 2-3 weeks spring through fall with orchid or high-phosphorus fertilizer to encourage flowering. Remove spent flowers. Repot every 2 years in spring. Wipe glossy leaves monthly. Blooms last 2-3 months. Avoid cold drafts. Toxic to pets. Remove any rotting roots and damaged leaves promptly.,brightIndirect,high,"[18, 27]",5.0,5.0,7.0,10.0,acidic,moistureRetentive,toxic,moderate,
aroids,Aroids,Houseplants - Aroids,"Tropical plants in the Araceae family with distinctive inflorescences (spathes and spadices), many are popular houseplants.","Monstera deliciosa (Swiss cheese plant), Philodendron, Epipremnum (Pothos), Anthurium, Alocasia, Spathiphyllum (Peace lily)","Water when top 1-2 inches of soil is dry. Most prefer consistently moist but well-drained soil. Bright indirect light preferred. High humidity (50-60%) beneficial. Fertilize monthly spring through fall with balanced fertilizer at half strength. Repot when roots fill container. Wipe leaves monthly. Many are excellent air purifiers. Watch for common pests (spider mites, mealybugs). Mildly toxic to pets—may cause GI upset. Remove yellowing or dead leaves promptly.",brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,mildlyToxic,fast,
arrowhead-plant,Arrowhead Plant,Houseplants - Aroids,"Also known as: Nephthytis. Popular aroid with arrow-shaped leaves that change form as they mature, can trail or climb.","Syngonium podophyllum (Arrowhead plant, Goosefoot plant, Nephthytis)",Water when top 2 inches of soil is dry. Keep consistently moist but not soggy. Bright indirect light preferred. Medium to high humidity (50-60%) ideal. Fertilize monthly spring through fall with balanced fertilizer at half strength. Leaves change from arrow-shaped to lobed as they mature. Can trail or climb with support. Prune to maintain shape. Repot every 1-2 years. Wipe leaves monthly. Toxic to pets.,mediumIndirect,high,"[16, 24]",7.0,7.0,10.0,14.0,acidic,moistureRetentive,toxic,fast,
burle-marx-philodendron,Philodendron Burle Marx,Houseplants - Aroids,"Fast-growing, easy-care philodendron with narrow, heart-shaped leaves on long stems. Named after the famous Brazilian landscape architect Roberto Burle Marx.",Philodendron burle-marxii (Burle Marx philodendron),Water when top 1-2 inches of soil is dry. Tolerates a range of light from medium to bright indirect. Average humidity is fine. Fast grower that benefits from regular feeding spring through fall. Toxic to pets. Remove dead or damaged foliage promptly.,brightIndirect,medium,"[16, 29]",7.0,7.0,10.0,14.0,acidic,wellDraining,toxic,fast,
caladium,Caladium,Houseplants - Aroids,"Also known as: Angel wings, Heart of Jesus. Tuberous aroid with arrow-shaped leaves in pink, red, white, or green; grown for foliage, goes dormant in winter.","Caladium bicolor (Angel wings, Heart of Jesus)",Keep soil evenly moist during active growth. Bright indirect light preferred; some morning sun enhances color. Medium to high humidity (50-60%). Fertilize monthly spring through fall. Tubers go dormant in fall—reduce watering when leaves yellow. Toxic to pets. Repot tubers in spring. Remove dead or damaged foliage promptly.,brightIndirect,medium,"[18, 27]",7.0,7.0,10.0,,neutral,wellDraining,toxic,moderate,
colocasia,Colocasia / Taro,Houseplants - Aroids,"Also known as: Elephant ear. Large, velvety elephant-ear leaves; tropical tuber that can grow very large, prefers moist to wet conditions.","Colocasia esculenta (Taro, Elephant ear)",Keep soil consistently moist; thrives in wet conditions. Bright indirect to direct light. High humidity (50-60%) preferred. Fertilize monthly spring through fall. Can be grown in water. Toxic to pets (calcium oxalate crystals). Toxic to humans when raw—cooking required for edible tubers. Repot every 1-2 years when roots fill container. Remove dead or damaged foliage promptly.,brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,waterloggingTolerant,toxic,moderate,
dieffenbachia,Dieffenbachia,Houseplants - Aroids,"Also known as: Dumb cane. Cane-forming aroids with variegated foliage, toxic sap (handle with care).","Dieffenbachia seguine (Dumb cane), D. amoena (Giant dumb cane), D. 'Tropic Snow'",Water when top 2 inches of soil is dry. Keep consistently moist but not soggy. Bright indirect light maintains variegation. Medium to high humidity (50-60%) preferred. Fertilize monthly spring through fall with balanced fertilizer at half strength. Repot every 1-2 years. Wipe large leaves monthly. Toxic sap causes mouth irritation - handle with care and wash hands after touching. Prune leggy stems to encourage bushiness. Toxic to pets.,mediumIndirect,high,"[18, 24]",7.0,7.0,10.0,14.0,neutral,moistureRetentive,toxic,moderate,
dieffenbachia-compact,Compact Dumb Cane,Houseplants - Aroids,"Compact, bushy cultivar of dumb cane with variegated leaves; smaller than standard varieties, ideal for tabletops.",Dieffenbachia 'Compacta' (Compact dumb cane),Water when top inch of soil is dry. Low to bright indirect light; avoid direct sun. Medium humidity preferred. Fertilize monthly spring through fall. Wipe leaves to remove dust. Toxic to pets and humans—causes mouth irritation; handle with care. Remove yellowing leaves at the base. Prune leggy stems to promote bushier growth. Cut above a node for best results.,lowIndirect,medium,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
